Compliance_ID,Audit_Date,Company,Department,Plant,Deviation_Type,Severity,Root_Cause,CAPA_Status,Closure_Date,Compliance_Status,Risk_Score,Product,Batch_Number,Auditor,Remarks
CMP05525,2024-11-28,Lupin,Warehouse,Vizag,Calibration,High,Equipment Failure,Open,2024-12-09,Non-Compliant,72,Tablet,BT69918,Sneha,No Remarks
CMP05527,2024-02-02,GSK,Production,Pune,Calibration,High,Documentation Error,Closed,2024-02-08,Compliant,79,Capsule,BT34273,Sneha,No Remarks
CMP05529,2025-09-13,GSK,QA,Bangalore,SOP,Critical,Material Issue,Closed,2025-09-24,Compliant,44,Capsule,BT86096,Kiran,No Remarks
CMP05530,2024-08-08,Lupin,R&D,Pune,Cleaning,High,Training Issue,Open,2024-08-30,Non-Compliant,72,Ointment,BT43986,Priya,Requires Review
CMP05536,2025-10-16,Pfizer,Packaging,Vizag,Validation,Medium,Equipment Failure,Closed,2025-11-09,Non-Compliant,93,Capsule,BT17765,Ravi,Requires Review
CMP05537,2025-03-27,Abbott,Production,Pune,Validation,Critical,Human Error,In Progress,2025-04-05,Non-Compliant,2,Tablet,BT19811,Anil,No Remarks
CMP05543,2025-06-13,Sun Pharma,QC,Bangalore,Calibration,Medium,Documentation Error,Open,2025-06-21,Compliant,4,Tablet,BT14405,Ravi,No Remarks
CMP05547,2025-12-09,Cipla,R&D,Pune,Calibration,Critical,Equipment Failure,Open,2026-01-08,Non-Compliant,45,Capsule,BT87362,Sneha,No Remarks
CMP05551,2024-06-13,Novartis,R&D,Chennai,Cleaning,Low,Human Error,Open,2024-06-16,Non-Compliant,99,Injection,BT39489,Anil,Urgent
CMP05552,2024-03-20,Lupin,Production,Pune,Calibration,Low,Equipment Failure,In Progress,2024-04-12,Compliant,21,Ointment,BT81106,Ravi,Requires Review
CMP05556,2024-04-23,Aurobindo Pharma,QA,Chennai,SOP,Critical,Human Error,Open,2024-05-02,Compliant,93,Tablet,BT88434,Kiran,No Remarks
CMP05560,2024-02-12,Novartis,QC,Chennai,Validation,Low,Training Issue,Open,2024-02-28,Non-Compliant,48,Ointment,BT85046,Priya,No Remarks
CMP05561,2025-11-21,Pfizer,R&D,Pune,Calibration,Critical,Human Error,Closed,2025-12-17,Compliant,85,Ointment,BT37794,Kiran,Follow SOP
CMP05568,2025-03-21,Novartis,QC,Hyderabad,Documentation,Low,Training Issue,In Progress,2025-03-23,Non-Compliant,16,Syrup,BT65346,Anil,No Remarks
CMP05570,2025-11-22,Dr. Reddy's,Production,Bangalore,Cleaning,High,Material Issue,Open,2025-12-13,Compliant,76,Capsule,BT65462,Kiran,Follow SOP
CMP05571,2025-05-16,Dr. Reddy's,Production,Chennai,SOP,Critical,Human Error,In Progress,2025-06-08,Compliant,35,Ointment,BT87506,Sneha,No Remarks
CMP05572,2024-06-09,Cipla,Warehouse,Vizag,Documentation,Low,Equipment Failure,In Progress,2024-06-30,Non-Compliant,86,Syrup,BT11055,Priya,Follow SOP
CMP05574,2025-03-27,Aurobindo Pharma,QA,Chennai,Calibration,Medium,Training Issue,Open,2025-04-07,Compliant,47,Capsule,BT40109,Priya,Urgent
CMP05576,2025-04-20,Novartis,Packaging,Vizag,Calibration,Medium,Material Issue,Closed,2025-04-26,Non-Compliant,58,Ointment,BT33257,Priya,Requires Review
CMP05581,2025-07-09,Abbott,Production,Vizag,Calibration,Low,Documentation Error,Closed,2025-07-18,Non-Compliant,49,Capsule,BT60927,Sneha,Requires Review
CMP05584,2025-01-18,Novartis,Warehouse,Hyderabad,Calibration,High,Equipment Failure,Closed,2025-01-20,Non-Compliant,67,Syrup,BT21206,Kiran,Requires Review
CMP05590,2025-06-30,Abbott,Production,Bangalore,Calibration,Medium,Documentation Error,Closed,2025-07-28,Compliant,89,Tablet,BT23702,Priya,Follow SOP
CMP05591,2025-06-04,Mylan,QC,Pune,Documentation,Medium,Material Issue,In Progress,2025-06-11,Non-Compliant,81,Injection,BT43488,Anil,No Remarks
CMP05592,2025-03-27,Cipla,Packaging,Pune,Calibration,Low,Material Issue,Open,2025-04-01,Non-Compliant,33,Capsule,BT34579,Ravi,Urgent
CMP05594,2024-10-25,Novartis,QC,Vizag,Calibration,Critical,Equipment Failure,Open,2024-11-09,Non-Compliant,3,Ointment,BT10387,Kiran,No Remarks
CMP05596,2024-02-11,Abbott,Packaging,Vizag,Calibration,Critical,Training Issue,Closed,2024-03-05,Non-Compliant,2,Tablet,BT27439,Priya,Urgent
CMP05597,2024-08-19,GSK,Production,Chennai,Documentation,Low,Material Issue,Open,2024-08-27,Compliant,5,Injection,BT53035,Ravi,No Remarks
CMP05598,2024-12-27,Lupin,Packaging,Pune,SOP,Low,Documentation Error,Open,2025-01-09,Compliant,22,Tablet,BT66999,Kiran,Requires Review
CMP05600,2025-03-18,Aurobindo Pharma,Production,Hyderabad,Calibration,Low,Documentation Error,Closed,,Non-Compliant,6,Ointment,BT71016,Priya,Requires Review
CMP05602,2024-12-24,GSK,QA,Pune,Cleaning,Critical,Human Error,Closed,2025-01-10,Non-Compliant,43,Tablet,BT15953,Ravi,No Remarks
CMP05603,2024-01-04,Lupin,R&D,Hyderabad,Validation,Medium,Equipment Failure,In Progress,2024-01-29,Compliant,46,Syrup,BT51593,Sneha,No Remarks
CMP05604,2025-04-06,Abbott,R&D,Vizag,Cleaning,Medium,Documentation Error,Open,2025-04-09,Non-Compliant,11,Injection,BT62689,Priya,Follow SOP
CMP05606,2024-07-18,Aurobindo Pharma,Production,Chennai,Equipment,Critical,Documentation Error,Closed,2024-08-05,Non-Compliant,31,Syrup,BT31234,Priya,Follow SOP
CMP05614,2025-02-06,Sun Pharma,Production,Bangalore,Equipment,Low,Material Issue,In Progress,2025-02-28,Compliant,36,Ointment,BT88432,Sneha,No Remarks
CMP05617,2025-09-01,Aurobindo Pharma,R&D,Vizag,Cleaning,Low,Documentation Error,Closed,2025-09-26,Compliant,86,Ointment,BT79474,Ravi,No Remarks
CMP05620,2025-02-14,Mylan,QA,Vizag,Equipment,Medium,Human Error,Closed,2025-02-27,Compliant,25,Capsule,BT87937,Anil,No Remarks
CMP05622,2025-10-25,Cipla,R&D,Hyderabad,Documentation,High,Human Error,In Progress,2025-11-09,Non-Compliant,87,Capsule,BT51781,Sneha,Requires Review
CMP05624,2024-02-14,Dr. Reddy's,QC,Vizag,Validation,Low,Documentation Error,Closed,2024-03-08,Compliant,75,Ointment,BT95669,Priya,Follow SOP
CMP05625,2025-07-20,GSK,Warehouse,Bangalore,Calibration,High,Training Issue,Open,2025-08-18,Non-Compliant,56,Injection,BT39451,Ravi,Urgent
CMP05626,2025-03-28,Lupin,Warehouse,Vizag,Validation,Medium,Training Issue,Closed,2025-04-14,Non-Compliant,97,Tablet,BT74077,Ravi,Requires Review
CMP05627,2025-08-04,Cipla,Packaging,Bangalore,Validation,Critical,Equipment Failure,In Progress,2025-08-11,Compliant,67,Capsule,BT28462,Kiran,No Remarks
CMP05629,2024-12-01,Abbott,Warehouse,Chennai,SOP,Critical,Human Error,Open,2024-12-24,Non-Compliant,78,Capsule,BT35960,Kiran,Urgent
CMP05630,2025-02-23,GSK,Warehouse,Pune,Validation,Medium,Human Error,In Progress,2025-03-13,Compliant,84,Ointment,BT17260,Ravi,Follow SOP
CMP05634,2024-01-06,GSK,QA,Pune,Documentation,Low,Human Error,Closed,,Compliant,62,Capsule,BT37305,Kiran,No Remarks
CMP05635,2025-04-02,GSK,Packaging,Hyderabad,Calibration,High,Human Error,In Progress,2025-04-04,Non-Compliant,80,Tablet,BT22049,Kiran,Urgent
CMP05636,2024-03-31,GSK,Packaging,Hyderabad,Validation,Low,Equipment Failure,In Progress,2024-04-02,Compliant,86,Tablet,BT36994,Ravi,No Remarks
CMP05637,2024-07-29,Cipla,Production,Vizag,Documentation,Low,Training Issue,In Progress,2024-08-18,Non-Compliant,58,Syrup,BT39657,Priya,No Remarks
CMP05643,2025-12-10,Aurobindo Pharma,QA,Vizag,Documentation,Low,Equipment Failure,Closed,2025-12-29,Non-Compliant,81,Ointment,BT28251,Anil,Follow SOP
CMP05645,2024-08-21,Sun Pharma,R&D,Chennai,Documentation,Low,Material Issue,Closed,2024-08-23,Non-Compliant,74,Syrup,BT22773,Sneha,Urgent
CMP05654,2024-06-21,Novartis,Warehouse,Hyderabad,Equipment,High,Documentation Error,Closed,2024-07-20,Compliant,23,Syrup,BT71868,Ravi,Follow SOP
CMP05655,2024-09-10,Dr. Reddy's,R&D,Vizag,Equipment,Low,Material Issue,Open,2024-09-24,Non-Compliant,92,Ointment,BT32237,Anil,Follow SOP
CMP05656,2025-11-24,Aurobindo Pharma,QC,Vizag,Calibration,Critical,Material Issue,In Progress,2025-11-27,Non-Compliant,15,Capsule,BT22884,Sneha,Requires Review
CMP05659,2025-01-14,Mylan,R&D,Bangalore,Equipment,Critical,Equipment Failure,Open,2025-02-08,Non-Compliant,73,Injection,BT60321,Anil,Requires Review
CMP05661,2025-03-24,Abbott,Warehouse,Hyderabad,Validation,High,Human Error,Open,2025-04-18,Non-Compliant,96,Syrup,BT44269,Anil,Follow SOP
CMP05662,2025-02-08,Aurobindo Pharma,QC,Pune,Calibration,Medium,Equipment Failure,In Progress,2025-03-08,Compliant,2,Injection,BT96018,Ravi,No Remarks
CMP05665,2025-07-07,Sun Pharma,Production,Vizag,SOP,Low,Material Issue,In Progress,2025-08-05,Compliant,61,Capsule,BT33954,Sneha,No Remarks
CMP05669,2025-12-23,Pfizer,Warehouse,Chennai,Documentation,Critical,Material Issue,Closed,2026-01-17,Compliant,61,Ointment,BT62053,Anil,Follow SOP
CMP05670,2024-12-21,Cipla,Packaging,Chennai,Documentation,Low,Human Error,In Progress,2024-12-24,Non-Compliant,10,Syrup,BT35377,Ravi,Follow SOP
CMP05671,2024-12-15,GSK,QC,Hyderabad,Cleaning,High,Human Error,Closed,2025-01-06,Non-Compliant,35,Tablet,BT35273,Kiran,Urgent
CMP05678,2025-05-29,Aurobindo Pharma,QC,Bangalore,Documentation,Critical,Documentation Error,Closed,2025-06-21,Compliant,64,Syrup,BT55716,Sneha,No Remarks
CMP05680,2025-04-27,Dr. Reddy's,Packaging,Bangalore,Validation,Medium,Material Issue,Open,2025-05-06,Compliant,19,Injection,BT92280,Ravi,Urgent
CMP05683,2025-08-25,Abbott,Production,Chennai,Cleaning,Critical,Material Issue,Open,2025-09-02,Compliant,78,Capsule,BT97484,Ravi,No Remarks
CMP05686,2024-01-04,GSK,QC,Hyderabad,SOP,Medium,Human Error,Open,2024-01-20,Non-Compliant,24,Capsule,BT91960,Ravi,No Remarks
CMP05698,2025-12-25,Cipla,Warehouse,Pune,Calibration,Low,Material Issue,Closed,2025-12-29,Non-Compliant,11,Ointment,BT95467,Sneha,Requires Review
CMP05699,2024-03-19,Lupin,Production,Chennai,Equipment,Critical,Material Issue,Closed,2024-04-09,Non-Compliant,85,Tablet,BT19162,Priya,No Remarks
CMP05709,2024-04-24,Sun Pharma,Warehouse,Hyderabad,Cleaning,Low,Material Issue,Open,2024-05-21,Non-Compliant,90,Syrup,BT68271,Kiran,Urgent
CMP05711,2025-11-11,Sun Pharma,Production,Pune,Cleaning,Low,Material Issue,Closed,2025-11-16,Non-Compliant,87,Ointment,BT61160,Priya,Urgent
CMP05715,2024-06-15,Lupin,QC,Pune,Documentation,Low,Training Issue,Open,2024-06-21,Compliant,53,Ointment,BT28061,Kiran,Requires Review
CMP05716,2024-09-04,Cipla,QA,Chennai,Validation,Critical,Material Issue,Closed,2024-09-22,Non-Compliant,42,Syrup,BT82968,Anil,No Remarks
CMP05718,2025-10-11,GSK,Warehouse,Bangalore,SOP,Medium,Human Error,In Progress,2025-10-28,Compliant,35,Injection,BT23588,Priya,Urgent
CMP05723,2025-08-05,GSK,Packaging,Bangalore,Equipment,Critical,Equipment Failure,Closed,2025-08-19,Non-Compliant,49,Syrup,BT71183,Priya,No Remarks
CMP05726,2024-10-29,Pfizer,QC,Chennai,Calibration,High,Material Issue,In Progress,2024-11-12,Non-Compliant,16,Ointment,BT25083,Ravi,No Remarks
CMP05730,2025-01-13,Cipla,QC,Chennai,Documentation,High,Material Issue,Open,2025-01-21,Non-Compliant,47,Injection,BT22672,Ravi,Follow SOP
CMP05734,2024-01-11,Mylan,R&D,Vizag,Equipment,Medium,Material Issue,In Progress,2024-01-22,Compliant,62,Ointment,BT50863,Sneha,Urgent
CMP05736,2024-12-17,Cipla,Packaging,Vizag,Documentation,High,Material Issue,Open,2025-01-04,Compliant,33,Tablet,BT52470,Kiran,Urgent
CMP05737,2024-01-27,Lupin,Packaging,Bangalore,SOP,Low,Documentation Error,In Progress,2024-02-13,Non-Compliant,9,Syrup,BT95088,Anil,No Remarks
CMP05738,2025-11-20,Mylan,Warehouse,Vizag,Equipment,High,Training Issue,In Progress,2025-12-07,Non-Compliant,93,Ointment,BT85590,Kiran,Requires Review
CMP05742,2024-03-18,Dr. Reddy's,QA,Hyderabad,Documentation,Medium,Documentation Error,Open,2024-03-23,Non-Compliant,76,Syrup,BT13137,Sneha,No Remarks
CMP05744,2025-03-13,Sun Pharma,Warehouse,Vizag,Cleaning,High,Equipment Failure,In Progress,2025-04-12,Non-Compliant,26,Injection,BT36612,Kiran,Follow SOP
CMP05748,2025-05-28,Aurobindo Pharma,Packaging,Vizag,Calibration,Low,Training Issue,Closed,2025-06-18,Compliant,80,Ointment,BT86864,Priya,Requires Review
CMP05749,2025-11-08,Mylan,Production,Vizag,Equipment,Low,Material Issue,Open,2025-11-24,Compliant,67,Syrup,BT40560,Priya,No Remarks
CMP05754,2024-12-19,Novartis,Warehouse,Pune,Documentation,Low,Training Issue,Open,2025-01-09,Compliant,28,Injection,BT65899,Sneha,Urgent
CMP05755,2024-11-29,Lupin,Production,Chennai,Cleaning,Critical,Material Issue,Open,2024-12-16,Non-Compliant,29,Injection,BT19932,Ravi,Requires Review
CMP05759,2024-08-30,GSK,Packaging,Vizag,Equipment,Medium,Documentation Error,In Progress,2024-09-13,Compliant,53,Syrup,BT39692,Ravi,No Remarks
CMP05760,2024-07-25,Abbott,Production,Hyderabad,Equipment,Medium,Training Issue,Open,2024-08-16,Non-Compliant,30,Syrup,BT23755,Kiran,Follow SOP
CMP05763,2024-08-23,Novartis,QA,Vizag,Validation,Low,Human Error,In Progress,2024-09-05,Compliant,82,Injection,BT77070,Priya,Urgent
CMP05766,2025-12-10,Abbott,QC,Chennai,SOP,Critical,Documentation Error,Closed,2026-01-08,Compliant,48,Injection,BT76616,Kiran,Requires Review
CMP05773,2025-12-07,Novartis,R&D,Vizag,Equipment,Medium,Material Issue,In Progress,,Non-Compliant,67,Tablet,BT43624,Priya,No Remarks
CMP05774,2025-06-01,Abbott,Warehouse,Chennai,Cleaning,Critical,Material Issue,In Progress,2025-06-25,Compliant,46,Ointment,BT82405,Sneha,Requires Review
CMP05775,2025-04-20,GSK,Warehouse,Hyderabad,Equipment,Medium,Documentation Error,Closed,2025-05-08,Non-Compliant,59,Syrup,BT43649,Anil,Requires Review
CMP05776,2025-04-05,Dr. Reddy's,Production,Hyderabad,Documentation,Medium,Documentation Error,Open,2025-04-17,Non-Compliant,29,Capsule,BT19474,Ravi,Requires Review
CMP05777,2024-12-22,Cipla,Warehouse,Hyderabad,Equipment,Critical,Equipment Failure,In Progress,2025-01-16,Non-Compliant,2,Ointment,BT60594,Sneha,Requires Review
CMP05782,2025-04-19,Dr. Reddy's,Warehouse,Bangalore,Documentation,Medium,Training Issue,In Progress,2025-05-19,Non-Compliant,62,Ointment,BT44746,Ravi,Requires Review
CMP05784,2024-12-25,Lupin,Production,Chennai,Calibration,Critical,Equipment Failure,In Progress,2025-01-19,Compliant,25,Ointment,BT69358,Ravi,Follow SOP
CMP05785,2025-09-13,Sun Pharma,R&D,Hyderabad,Validation,High,Documentation Error,In Progress,2025-10-07,Compliant,12,Ointment,BT13428,Kiran,No Remarks
CMP05786,2025-11-12,Abbott,QA,Chennai,Cleaning,Medium,Equipment Failure,In Progress,2025-11-22,Compliant,83,Syrup,BT47722,Sneha,Urgent
CMP05790,2024-08-06,Pfizer,Packaging,Bangalore,Equipment,Critical,Documentation Error,Open,2024-08-22,Non-Compliant,73,Injection,BT73030,Kiran,Follow SOP
CMP05791,2024-09-13,Aurobindo Pharma,R&D,Pune,Cleaning,Medium,Human Error,Open,2024-09-15,Compliant,42,Capsule,BT92106,Priya,No Remarks
CMP05798,2025-02-26,Pfizer,Warehouse,Pune,Documentation,Low,Training Issue,In Progress,2025-03-27,Compliant,83,Syrup,BT58105,Priya,Requires Review
CMP05801,2024-10-05,Novartis,Packaging,Vizag,Cleaning,Low,Material Issue,In Progress,2024-11-01,Non-Compliant,97,Ointment,BT82485,Ravi,Follow SOP
CMP05802,2024-06-21,Dr. Reddy's,QC,Chennai,Validation,Low,Human Error,Open,2024-07-09,Non-Compliant,57,Capsule,BT31653,Priya,No Remarks
CMP05804,2024-05-04,GSK,Packaging,Hyderabad,Validation,Medium,Training Issue,Open,2024-05-16,Non-Compliant,77,Tablet,BT79489,Kiran,Follow SOP
CMP05805,2024-03-11,GSK,Warehouse,Hyderabad,Calibration,Medium,Human Error,Open,2024-03-22,Compliant,4,Injection,BT21587,Kiran,Follow SOP
CMP05808,2025-01-01,Sun Pharma,QC,Bangalore,Calibration,Critical,Equipment Failure,In Progress,2025-01-16,Compliant,48,Injection,BT97065,Anil,No Remarks
CMP05813,2025-01-13,Pfizer,QC,Bangalore,Equipment,High,Training Issue,Open,2025-02-11,Compliant,57,Syrup,BT24817,Kiran,Requires Review
CMP05816,2025-03-18,Novartis,Packaging,Pune,SOP,Critical,Equipment Failure,Open,2025-03-31,Non-Compliant,54,Ointment,BT99767,Sneha,No Remarks
CMP05819,2024-10-16,Aurobindo Pharma,Production,Pune,Documentation,Low,Equipment Failure,In Progress,2024-11-08,Compliant,29,Syrup,BT94341,Anil,No Remarks
CMP05820,2024-03-01,Pfizer,QA,Vizag,Equipment,Low,Equipment Failure,Closed,2024-03-17,Non-Compliant,53,Injection,BT44204,Ravi,No Remarks
CMP05822,2024-02-28,Abbott,QC,Vizag,Documentation,High,Documentation Error,In Progress,2024-03-14,Non-Compliant,98,Injection,BT67459,Sneha,Requires Review
CMP05826,2024-08-29,Novartis,QC,Bangalore,Equipment,High,Human Error,Closed,2024-09-15,Compliant,71,Ointment,BT44568,Sneha,Urgent
CMP05827,2025-08-11,Sun Pharma,R&D,Pune,Equipment,Low,Equipment Failure,In Progress,2025-08-22,Compliant,77,Capsule,BT67497,Anil,Requires Review
CMP05831,2024-04-14,Cipla,QC,Bangalore,Cleaning,High,Equipment Failure,Closed,2024-05-09,Compliant,95,Tablet,BT11370,Ravi,Requires Review
CMP05834,2025-05-06,Sun Pharma,Packaging,Vizag,SOP,High,Material Issue,Closed,,Non-Compliant,79,Tablet,BT73135,Anil,No Remarks
CMP05841,2024-03-28,Aurobindo Pharma,QA,Hyderabad,SOP,Medium,Material Issue,In Progress,2024-04-23,Non-Compliant,57,Tablet,BT31181,Sneha,Follow SOP
CMP05845,2025-12-20,Pfizer,QC,Chennai,Calibration,Low,Training Issue,In Progress,2026-01-18,Compliant,27,Tablet,BT67024,Kiran,Urgent
CMP05847,2024-07-08,Mylan,Packaging,Hyderabad,Documentation,Critical,Human Error,In Progress,2024-07-19,Non-Compliant,74,Tablet,BT71660,Kiran,Requires Review
CMP05852,2025-11-04,Abbott,QA,Bangalore,Validation,Critical,Material Issue,In Progress,2025-11-05,Non-Compliant,32,Tablet,BT64506,Kiran,No Remarks
CMP05853,2024-10-21,Abbott,Packaging,Vizag,Cleaning,High,Training Issue,In Progress,2024-11-05,Non-Compliant,80,Capsule,BT14264,Priya,No Remarks
CMP05854,2024-01-04,Abbott,Production,Bangalore,Calibration,High,Documentation Error,Closed,2024-01-23,Compliant,20,Tablet,BT10993,Kiran,Follow SOP
CMP05857,2024-09-30,Dr. Reddy's,QA,Chennai,Calibration,Low,Equipment Failure,Open,2024-10-13,Non-Compliant,22,Capsule,BT19191,Sneha,Follow SOP
CMP05865,2024-11-07,Sun Pharma,R&D,Hyderabad,Calibration,Medium,Equipment Failure,Closed,2024-11-09,Compliant,93,Tablet,BT26615,Sneha,Urgent
CMP05868,2025-08-12,Aurobindo Pharma,Packaging,Hyderabad,Equipment,Medium,Equipment Failure,Open,2025-09-07,Non-Compliant,13,Ointment,BT45124,Priya,Requires Review
CMP05870,2024-05-03,Cipla,QC,Bangalore,Documentation,Low,Training Issue,Closed,2024-05-26,Compliant,72,Injection,BT66804,Priya,No Remarks
CMP05872,2024-05-14,GSK,R&D,Bangalore,Calibration,Low,Material Issue,In Progress,2024-05-26,Compliant,33,Tablet,BT19580,Ravi,Urgent
CMP05874,2024-11-11,Cipla,R&D,Bangalore,Documentation,Low,Human Error,Closed,2024-12-06,Compliant,21,Syrup,BT72085,Anil,No Remarks
CMP05875,2024-11-06,Dr. Reddy's,QC,Hyderabad,Documentation,Low,Material Issue,Open,2024-12-03,Compliant,47,Tablet,BT10412,Ravi,No Remarks
CMP05876,2024-04-26,GSK,Packaging,Vizag,Equipment,Critical,Training Issue,Closed,2024-05-20,Non-Compliant,16,Syrup,BT67725,Sneha,Urgent
CMP05877,2024-07-04,GSK,Production,Vizag,Cleaning,Low,Human Error,Closed,2024-07-20,Non-Compliant,52,Capsule,BT15709,Sneha,Urgent
CMP05879,2025-02-13,Cipla,Packaging,Bangalore,Documentation,Critical,Human Error,In Progress,2025-02-28,Compliant,18,Tablet,BT40466,Sneha,No Remarks
CMP05882,2024-10-16,Mylan,Warehouse,Bangalore,Documentation,Medium,Documentation Error,Closed,2024-10-29,Non-Compliant,47,Ointment,BT36729,Anil,Follow SOP
CMP05891,2025-01-09,Dr. Reddy's,QC,Bangalore,Validation,Critical,Documentation Error,Open,2025-01-15,Non-Compliant,14,Tablet,BT40125,Priya,No Remarks
CMP05897,2024-07-20,Dr. Reddy's,R&D,Bangalore,Equipment,Critical,Documentation Error,Open,2024-08-08,Non-Compliant,94,Capsule,BT70270,Sneha,No Remarks
CMP05898,2024-06-12,GSK,QA,Bangalore,Cleaning,Low,Training Issue,Closed,2024-06-23,Compliant,94,Syrup,BT53624,Ravi,Follow SOP
CMP05902,2024-01-16,Cipla,R&D,Vizag,Validation,High,Material Issue,Closed,2024-01-23,Compliant,40,Capsule,BT89499,Priya,Urgent
CMP05904,2025-12-13,Novartis,QC,Pune,Validation,Medium,Documentation Error,Closed,2025-12-26,Compliant,39,Syrup,BT88686,Sneha,Requires Review
CMP05907,2025-09-04,Lupin,Production,Hyderabad,Calibration,Critical,Training Issue,Open,,Non-Compliant,23,Ointment,BT95791,Kiran,Follow SOP
CMP05913,2024-03-19,Aurobindo Pharma,R&D,Chennai,Validation,Medium,Equipment Failure,Open,2024-04-02,Non-Compliant,2,Syrup,BT92554,Sneha,Urgent
CMP05915,2024-07-09,Lupin,Production,Vizag,SOP,Low,Documentation Error,Open,2024-07-12,Non-Compliant,78,Capsule,BT81767,Ravi,No Remarks
CMP05918,2025-11-30,Mylan,QC,Pune,Equipment,Medium,Human Error,Closed,2025-12-29,Non-Compliant,71,Ointment,BT58197,Kiran,No Remarks
CMP05919,2025-05-10,Lupin,QA,Bangalore,Calibration,High,Human Error,Closed,2025-06-06,Non-Compliant,96,Ointment,BT94102,Kiran,No Remarks
CMP05921,2024-11-23,Mylan,QA,Pune,Validation,Low,Documentation Error,Closed,2024-12-22,Non-Compliant,54,Tablet,BT19740,Ravi,No Remarks
CMP05922,2025-01-09,Cipla,Packaging,Hyderabad,Calibration,Low,Documentation Error,Open,2025-01-14,Non-Compliant,81,Syrup,BT13023,Kiran,No Remarks
CMP05923,2024-07-05,Dr. Reddy's,Warehouse,Pune,Cleaning,High,Training Issue,Open,2024-07-17,Non-Compliant,67,Tablet,BT53823,Sneha,No Remarks
CMP05925,2025-04-02,GSK,QC,Hyderabad,Calibration,Critical,Training Issue,Closed,2025-04-22,Compliant,20,Capsule,BT11272,Anil,Requires Review
CMP05928,2024-04-29,Dr. Reddy's,Warehouse,Vizag,SOP,Critical,Equipment Failure,Closed,2024-05-19,Non-Compliant,28,Ointment,BT71766,Anil,Follow SOP
CMP05930,2025-10-20,GSK,Packaging,Chennai,SOP,Medium,Material Issue,In Progress,2025-11-17,Compliant,88,Tablet,BT45247,Anil,No Remarks
CMP05934,2025-07-24,Sun Pharma,QA,Vizag,Cleaning,High,Training Issue,Closed,2025-08-22,Compliant,100,Ointment,BT93071,Ravi,Follow SOP
CMP05949,2024-11-06,Sun Pharma,Packaging,Chennai,Documentation,Medium,Training Issue,Closed,,Compliant,33,Tablet,BT11858,Sneha,No Remarks
CMP05953,2024-03-26,GSK,Production,Chennai,Calibration,Low,Material Issue,Open,2024-04-02,Compliant,53,Syrup,BT13649,Priya,Urgent
CMP05954,2024-04-02,Mylan,QA,Vizag,Validation,Medium,Material Issue,In Progress,2024-04-16,Non-Compliant,35,Ointment,BT12652,Priya,No Remarks
CMP05958,2024-07-16,Sun Pharma,QA,Pune,Equipment,High,Documentation Error,Open,2024-08-02,Non-Compliant,79,Capsule,BT60775,Kiran,Follow SOP
CMP05959,2024-06-07,Mylan,Packaging,Pune,Validation,Medium,Equipment Failure,Closed,2024-06-08,Compliant,17,Syrup,BT92833,Priya,No Remarks
CMP05960,2024-12-01,Novartis,QC,Vizag,Validation,Medium,Training Issue,Closed,2024-12-08,Non-Compliant,59,Ointment,BT30751,Sneha,No Remarks
CMP05962,2024-06-02,GSK,R&D,Chennai,Documentation,Low,Training Issue,Open,2024-06-08,Non-Compliant,68,Ointment,BT88815,Ravi,Follow SOP
CMP05965,2024-03-14,Lupin,Production,Chennai,Documentation,High,Equipment Failure,In Progress,2024-03-23,Non-Compliant,73,Ointment,BT89671,Anil,Follow SOP
CMP05968,2025-07-03,Aurobindo Pharma,Packaging,Chennai,Documentation,Low,Equipment Failure,Closed,2025-07-19,Compliant,65,Capsule,BT94076,Priya,Requires Review
CMP05974,2024-01-21,GSK,R&D,Chennai,Documentation,High,Training Issue,Open,2024-02-20,Compliant,93,Injection,BT22093,Ravi,No Remarks
CMP05975,2024-01-13,Novartis,QC,Pune,SOP,High,Documentation Error,In Progress,2024-01-18,Non-Compliant,61,Tablet,BT96124,Sneha,No Remarks
CMP05976,2024-09-11,Dr. Reddy's,QA,Pune,SOP,High,Equipment Failure,In Progress,2024-10-02,Non-Compliant,89,Ointment,BT25871,Kiran,Requires Review
CMP05977,2025-06-02,Abbott,Packaging,Pune,SOP,Medium,Human Error,Closed,2025-06-17,Compliant,95,Syrup,BT25565,Sneha,No Remarks
CMP05978,2024-05-15,Aurobindo Pharma,Warehouse,Vizag,Cleaning,Low,Training Issue,Open,2024-06-01,Compliant,99,Ointment,BT55292,Ravi,No Remarks
CMP05982,2025-11-22,Pfizer,QA,Chennai,SOP,Medium,Documentation Error,Open,2025-12-03,Compliant,92,Syrup,BT73119,Sneha,No Remarks
CMP05988,2025-01-27,Sun Pharma,R&D,Vizag,Equipment,Medium,Material Issue,Open,2025-02-22,Compliant,7,Injection,BT21675,Anil,Requires Review
CMP05990,2025-02-05,Abbott,Warehouse,Pune,Cleaning,Low,Documentation Error,Open,2025-02-25,Non-Compliant,92,Injection,BT69476,Kiran,Urgent
CMP05992,2024-01-01,Mylan,R&D,Vizag,Documentation,High,Training Issue,In Progress,2024-01-26,Compliant,53,Syrup,BT49122,Anil,No Remarks
CMP06003,2024-04-23,Cipla,QC,Hyderabad,Cleaning,High,Material Issue,Open,2024-05-19,Non-Compliant,99,Syrup,BT65979,Priya,No Remarks
CMP06008,2025-11-01,GSK,Warehouse,Vizag,SOP,Medium,Documentation Error,Open,2025-11-18,Compliant,54,Syrup,BT69640,Sneha,No Remarks
