Compliance_ID,Audit_Date,Company,Department,Plant,Deviation_Type,Severity,Root_Cause,CAPA_Status,Closure_Date,Compliance_Status,Risk_Score,Product,Batch_Number,Auditor,Remarks
CMP06512,2024-12-11,Sun Pharma,Packaging,Pune,Cleaning,Critical,Equipment Failure,Closed,2024-12-31,Compliant,-5,Syrup,BT64490,Ravi,Requires Review
CMP06513,2025-05-31,Pfizer,QA,Pune,Validation,High,Training Issue,In Progress,2025-06-14,Compliant,150,Capsule,BT77889,Priya,Follow SOP
CMP06514,2024-12-24,Abbott,QC,Pune,SOP,High,Equipment Failure,Open,2025-01-05,Non-Compliant,38,Ointment,BT97914,Ravi,
CMP06515,2024-07-11,Mylan,QC,Bangalore,Calibration,Critical,Documentation Error,In Progress,2024-08-06,Non-Compliant,-5,Syrup,BT16434,Kiran,
CMP06516,2024-11-26,Lupin,QA,Hyderabad,Cleaning,Critical,Human Error,In Progress,2024-12-26,Compliant,150,Injection,BT77342,Sneha,Urgent
CMP06517,2024-04-09,Sun Pharma,Production,Bangalore,Calibration,Critical,Equipment Failure,In Progress,2024-04-21,Non-Compliant,-5,Injection,BT95263,Sneha,NA
CMP06518,2024-08-10,Pfizer,Prodction,Hyderabad,Equipment,Low,Equipment Failure,Open,2024-08-13,Compliant,-5,Ointment,BT62635,Kiran,Requires Review
CMP06519,2025-06-12,Pfizer,Warehouse,Hyderabad,Equipment,Low,Equipment Failure,Closed,2025-06-28,Non-Compliant,150,Ointment,BT99546,Kiran,Requires Review
CMP06520,2025-02-18,Novartis,R&D,Pune,SOP,Critical,Equipment Failure,Closed,2025-03-12,Non-Compliant,-5,Ointment,BT46012,Priya,Requires Review
CMP06521,2025-04-27,Sun Pharma, production ,Vizag,Documentation,Critical,Human Error,Open,2025-05-02,Non-Compliant,150,Ointment,BT78911,Priya,Follow SOP
CMP06522,2025-08-30,GSK,R&D,Pune,Documentation,High,Equipment Failure,In Progress,2025-09-02,Non-Compliant,-5,Tablet,BT53126,Anil,Requires Review
CMP06523,2024-01-16,GSK,Production,Vizag,Calibration,Medium,Human Error,In Progress,2024-02-01,Compliant,90,Injection,BT28538,Priya,Requires Review
CMP06524,2025-01-28,Abbott,QC,Hyderabad,Documentation,Critical,Human Error,In Progress,2025-02-04,Non-Compliant,88,Injection,BT19840,Kiran,Follow SOP
CMP06525,2025-06-18,Abbott,QA,Bangalore,Cleaning,High,Documentation Error,In Progress,2025-06-21,Compliant,-5,Syrup,BT16839,Sneha,Urgent
CMP06526,2025-03-16,Aurobindo Pharma,QA,Chennai,Equipment,Critical,Training Issue,Closed,2025-03-20,Non-Compliant,-5,Syrup,BT88119,Sneha,Follow SOP
CMP06527,2025-10-16,Sun Pharma,Production,Hyderabad,Documentation,High,Training Issue,Closed,2025-11-12,Non-Compliant,150,Syrup,BT75179,Ravi,
CMP06528,2024-05-07,GSK,Packaging,Chennai,Equipment,Medium,Material Issue,Closed,2024-05-28,Non-Compliant,-5,Ointment,BT83678,Kiran,NA
CMP06529,2024-11-22,GSK,QA,Bangalore,Equipment,Critical,Training Issue,Open,2024-11-23,Compliant,150,Syrup,BT67318,Sneha,Requires Review
CMP06530,2024-11-07,Sun Pharma,QA,Chennai,Documentation,Medium,Material Issue,In Progress,2024-12-02,Compliant,-5,Injection,BT75162,Kiran,Follow SOP
CMP06531,2024-11-09,Lupin,QA,Chennai,Validation,Medium,Documentation Error,Closed,2024-11-14,Compliant,21,Ointment,BT59714,Anil,Requires Review
CMP06532,2024-02-10,Abbott,QC,Chennai,Equipment,Low,Human Error,Open,2024-03-07,Compliant,-5,Tablet,BT13134,Anil,NA
CMP06533,2025-08-27,Mylan,R&D,Chennai,Validation,Critical,Equipment Failure,In Progress,2025-09-06,Compliant,-5,Capsule,BT42086,Priya,NA
CMP06534,2024-10-19,Mylan,QC,Pune,Equipment,High,Equipment Failure,Closed,2024-10-23,Compliant,54,Syrup,BT90338,Sneha,Urgent
CMP06535,2024-05-09,Mylan,Packaging,Chennai,Validation,Low,Documentation Error,In Progress,2024-05-27,Non-Compliant,-5,Syrup,BT88180,Priya,Requires Review
CMP06536,2024-03-05,Mylan,Production,Bangalore,SOP,Low,Training Issue,In Progress,2024-03-12,Compliant,-5,Capsule,BT18003,Sneha,Requires Review
CMP06537,2025-10-16,Dr. Reddy's,QC,Hyderabad,Validation,Medium,Human Error,Closed,2025-10-27,Non-Compliant,150,Injection,BT97471,Kiran,NA
CMP06538,2024-09-29,Pfizer,QA,Vizag,Calibration,Critical,Equipment Failure,Closed,2024-10-03,Compliant,8,Capsule,BT44221,Kiran,
CMP06539,2025-03-10,Pfizer,Warehouse,Pune,Documentation,Low,Material Issue,Open,2025-04-05,Compliant,150,Ointment,BT98242,Priya,
CMP06540,2024-03-03,GSK,QC,Vizag,Documentation,Medium,Documentation Error,Open,2024-03-12,Compliant,150,Injection,BT79418,Sneha,Follow SOP
CMP06541,2024-03-30,Lupin,Production,Vizag,Calibration,Low,Equipment Failure,Closed,2024-04-26,Non-Compliant,-5,Capsule,BT47906,Sneha,Urgent
CMP06542,2024-11-10,Dr. Reddy's,Production,Vizag,SOP,Medium,Documentation Error,Open,2024-11-11,Compliant,17,Ointment,BT45426,Sneha,Urgent
CMP06543,2025-09-19,Aurobindo Pharma,R&D,Bangalore,SOP,Low,Equipment Failure,In Progress,2025-10-09,Non-Compliant,-5,Syrup,BT34242,Kiran,Urgent
CMP06544,2025-05-13,Novartis,R&D,Vizag,Cleaning,High,Human Error,Closed,2025-05-20,Compliant,72,Tablet,BT53328,Priya,Requires Review
CMP06545,2024-05-30,Mylan,QC,Pune,Equipment,critical,Material Issue,Closed,2024-06-13,Compliant,150,Ointment,BT31705,Kiran,NA
CMP06546,2024-08-16,Novartis,Packaging,Chennai,Cleaning,High,Training Issue,Closed,,Non-Compliant,-5,Tablet,BT73240,Anil,NA
CMP06547,2025-10-17,Abbott,Warehouse,Vizag,Equipment,Low,Documentation Error,Closed,2025-11-06,Non-Compliant,-5,Ointment,BT32539,Ravi,Urgent
CMP06548,2024-04-25,Pfizer,QA,Chennai,Equipment,High,Training Issue,Closed,2024-05-24,Non-Compliant,55,Syrup,BT20655,Sneha,Requires Review
CMP06549,2025-01-28,Abbott,Warehouse,Hyderabad,SOP,Critical,Material Issue,Open,2025-02-20,Compliant,-5,Syrup,BT30448,Sneha,Follow SOP
CMP06550,2025-10-04,Sun Pharma,Warehouse,Vizag,Documentation,High,Material Issue,Closed,2025-10-20,Compliant,-5,Capsule,BT37402,Priya,
CMP06551,2024-11-28,Cipla,R&D,Bangalore,Cleaning,Medium,Material Issue,In Progress,2024-12-13,Non-Compliant,-5,Tablet,BT28822,Sneha,Requires Review
CMP06552,2025-07-14,Mylan,Production,Chennai,Documentation,Low,Material Issue,In Progress,2025-08-04,Compliant,-5,Tablet,BT24916,Anil,Requires Review
CMP06553,2024-10-08,Mylan,QA,Pune,Equipment,Low,Training Issue,In Progress,2024-11-05,Compliant,150,Syrup,BT92214,Anil,Follow SOP
CMP06554,2025-06-21,Dr. Reddy's,Production,Vizag,SOP,High,Material Issue,Open,2025-06-26,Non-Compliant,-5,Syrup,BT31921,Ravi,Follow SOP
CMP06555,2024-01-12,Novartis,R&D,Vizag,Cleaning,Low,Training Issue,Open,2024-02-03,Non-Compliant,150,Capsule,BT65205,Kiran,Requires Review
CMP06556,2024-07-06,Cipla,Production,Pune,Equipment,High,Material Issue,Open,2024-07-09,Compliant,150,Capsule,BT11084,Kiran,Follow SOP
CMP06557,2025-05-02,Lupin,QC,Vizag,Cleaning,High,Training Issue,In Progress,2025-05-19,Compliant,150,Ointment,BT24504,Ravi,Urgent
CMP06558,2024-03-20,Novartis,Packaging,Pune,SOP,Medium,Documentation Error,In Progress,2024-03-31,Non-Compliant,23,Ointment,BT55474,Priya,Follow SOP
CMP06559,2024-02-13,Cipla,Production,Vizag,Cleaning,Critical,Human Error,Closed,,Compliant,150,Injection,BT55685,Priya,Requires Review
CMP06560,2024-04-10,Lupin,QC,Chennai,SOP,Medium,Equipment Failure,Open,2024-04-19,Compliant,150,Ointment,BT71474,Kiran,Follow SOP
CMP06561,2024-06-30,Pfizer,Prodction,Pune,Cleaning,Low,Training Issue,Open,2024-07-14,Compliant,150,Ointment,BT42258,Sneha,
CMP06562,2024-09-02,Aurobindo Pharma,R&D,Bangalore,SOP,Medium,Human Error,Open,2024-09-21,Non-Compliant,98,Tablet,BT95596,Priya,
CMP06563,2024-02-16,Aurobindo Pharma,QA,Bangalore,Documentation,Critical,Equipment Failure,In Progress,2024-03-02,Non-Compliant,150,Syrup,BT21413,Anil,Follow SOP
CMP06564,2024-11-14,Dr. Reddy's,R&D,Pune,Documentation,High,Training Issue,In Progress,2024-12-05,Non-Compliant,33,Syrup,BT76000,Priya,
CMP06565,2025-12-26,Pfizer,Warehouse,Pune,Documentation,Low,Human Error,Open,2026-01-08,Compliant,-5,Syrup,BT49388,Sneha,Urgent
CMP06566,2025-07-28,Aurobindo Pharma,Packaging,Bangalore,Validation,Critical,Documentation Error,Closed,2025-08-19,Non-Compliant,71,Tablet,BT82724,Sneha,Follow SOP
CMP06567,2024-02-25,Aurobindo Pharma,Production,Vizag,SOP,Critical,Training Issue,Closed,2024-03-14,Compliant,-5,Injection,BT36378,Priya,Requires Review
CMP06568,2024-04-02,Aurobindo Pharma,Packaging,Chennai,Equipment,Low,Equipment Failure,Closed,2024-04-08,Non-Compliant,10,Syrup,BT98422,Ravi,Urgent
CMP06569,2025-12-31,Pfizer,QC,Hyderabad,Calibration,Critical,Training Issue,Open,2026-01-14,Non-Compliant,-5,Capsule,BT10303,Ravi,NA
CMP06570,2024-10-09,GSK,R&D,Vizag,Validation,Low,Training Issue,In Progress,2024-10-29,Compliant,-5,Tablet,BT85992,Priya,Requires Review
CMP06571,2024-11-07,Abbott, production ,Hyderabad,SOP,Low,Training Issue,Closed,2024-11-12,Compliant,150,Injection,BT30994,Anil,Requires Review
CMP06572,2024-03-16,Novartis,Warehouse,Bangalore,Documentation,Medium,Human Error,In Progress,2024-04-14,Compliant,-5,Syrup,BT14871,Ravi,Follow SOP
CMP06573,2024-01-29,Dr. Reddy's,QC,Chennai,Equipment,Medium,Training Issue,Open,2024-02-04,Compliant,81,Injection,BT13642,Sneha,Follow SOP
CMP06574,2024-07-08,Novartis,R&D,Chennai,Cleaning,Low,Equipment Failure,Open,2024-07-10,Non-Compliant,150,Capsule,BT92804,Priya,
CMP06575,2025-07-04,Aurobindo Pharma,Packaging,Hyderabad,SOP,Medium,Documentation Error,In Progress,2025-07-15,Non-Compliant,31,Syrup,BT16825,Ravi,Requires Review
CMP06576,2024-10-12,Abbott,Packaging,Bangalore,SOP,Medium,Material Issue,In Progress,2024-10-17,Non-Compliant,150,Tablet,BT93824,Kiran,Follow SOP
CMP06577,2025-12-21,Abbott,R&D,Vizag,Cleaning,Low,Equipment Failure,Closed,2026-01-19,Non-Compliant,-5,Injection,BT88871,Anil,Urgent
CMP06578,2025-09-27,Lupin,Production,Bangalore,Documentation,Medium,Equipment Failure,Closed,2025-10-11,Non-Compliant,-5,Capsule,BT40410,Anil,Requires Review
CMP06579,2025-07-07,Cipla,Warehouse,Bangalore,Documentation,Medium,Equipment Failure,Closed,2025-07-19,Non-Compliant,150,Injection,BT80869,Anil,NA
CMP06580,2025-10-31,Cipla,QA,Pune,Calibration,Critical,Equipment Failure,In Progress,2025-11-08,Compliant,150,Capsule,BT83072,Anil,Requires Review
CMP06581,2024-02-25,Aurobindo Pharma,Production,Chennai,Calibration,Critical,Equipment Failure,Open,2024-03-06,Non-Compliant,150,Tablet,BT42376,Ravi,Urgent
CMP06582,2024-11-01,Sun Pharma,QA,Chennai,Calibration,Critical,Documentation Error,In Progress,2024-11-29,Compliant,150,Ointment,BT34803,Kiran,Requires Review
CMP06583,2025-09-22,GSK,Warehouse,Vizag,Cleaning,Medium,Documentation Error,Open,2025-09-27,Compliant,-5,Ointment,BT11477,Priya,Follow SOP
CMP06584,2025-08-18,Dr. Reddy's,QC,Bangalore,Documentation,Medium,Equipment Failure,Closed,2025-09-04,Compliant,22,Capsule,BT43983,Priya,NA
CMP06585,2025-12-29,GSK,Prodction,Bangalore,Validation,High,Equipment Failure,Closed,2026-01-18,Compliant,150,Syrup,BT76507,Kiran,NA
CMP06586,2025-07-25,GSK,Warehouse,Vizag,Cleaning,High,Documentation Error,Open,2025-08-03,Non-Compliant,-5,Tablet,BT75359,Sneha,Follow SOP
CMP06587,2025-09-19,Sun Pharma,Packaging,Vizag,Cleaning,Critical,Human Error,In Progress,2025-09-26,Non-Compliant,-5,Injection,BT49273,Anil,Follow SOP
CMP06588,2024-04-21,Aurobindo Pharma,Packaging,Hyderabad,Equipment,Low,Human Error,Closed,2024-04-30,Non-Compliant,-5,Injection,BT82509,Priya,NA
CMP06589,2025-08-01,Abbott,QA,Chennai,Equipment,Medium,Material Issue,Open,2025-08-30,Compliant,-5,Injection,BT31101,Ravi,Urgent
CMP06590,2024-12-22,GSK,QA,Hyderabad,Documentation,Low,Material Issue,In Progress,2025-01-10,Non-Compliant,150,Injection,BT15993,Sneha,NA
CMP06591,2025-12-25,Lupin,R&D,Vizag,Validation,Critical,Equipment Failure,Open,2026-01-14,Non-Compliant,-5,Tablet,BT37069,Kiran,NA
CMP06592,2024-05-06,Pfizer,Packaging,Vizag,Calibration,High,Documentation Error,Open,2024-05-13,Compliant,53,Syrup,BT74695,Priya,Follow SOP
CMP06593,2024-09-02,Pfizer,QA,Bangalore,Equipment,High,Equipment Failure,Closed,2024-09-04,Compliant,-5,Injection,BT93232,Anil,Follow SOP
CMP06594,2025-08-28,Mylan,QC,Bangalore,Documentation,Critical,Human Error,Closed,2025-09-20,Compliant,-5,Tablet,BT31952,Priya,Follow SOP
CMP06595,2025-07-20,Sun Pharma,Warehouse,Bangalore,Calibration,Critical,Documentation Error,In Progress,2025-07-31,Non-Compliant,150,Capsule,BT91220,Sneha,Urgent
CMP06596,2025-12-31,Lupin,QA,Chennai,Validation,High,Human Error,Closed,2026-01-17,Non-Compliant,-5,Tablet,BT70363,Sneha,Requires Review
CMP06597,2024-11-08,GSK,QC,Vizag,Equipment,Low,Material Issue,Open,2024-12-07,Non-Compliant,150,Tablet,BT88640,Sneha,Requires Review
CMP06598,2025-05-08,Aurobindo Pharma,QC,Hyderabad,Documentation,Critical,Training Issue,Open,2025-05-27,Non-Compliant,71,Syrup,BT25216,Sneha,Requires Review
CMP06599,2024-12-23,Novartis,QA,Vizag,Cleaning,Medium,Human Error,Open,2025-01-12,Non-Compliant,-5,Ointment,BT22167,Priya,
CMP06600,2025-02-25,Sun Pharma,QA,Pune,SOP,High,Equipment Failure,Closed,,Non-Compliant,-5,Injection,BT11168,Priya,
CMP06601,2025-08-14,Lupin,QC,Chennai,Calibration,Low,Material Issue,Closed,2025-08-24,Non-Compliant,42,Capsule,BT69377,Ravi,
CMP06602,2024-12-22,Dr. Reddy's,Production,Bangalore,Documentation,Critical,Training Issue,Closed,2025-01-17,Non-Compliant,41,Injection,BT39946,Ravi,Requires Review
CMP06603,2024-07-20,Dr. Reddy's,QA,Vizag,Equipment,Medium,Material Issue,Open,2024-07-21,Non-Compliant,-5,Tablet,BT29752,Ravi,
CMP06604,2024-11-27,Lupin,Production,Vizag,Validation,High,Material Issue,In Progress,2024-12-02,Non-Compliant,150,Ointment,BT66584,Anil,Follow SOP
CMP06605,2025-01-18,Dr. Reddy's,QC,Hyderabad,Equipment,Critical,Training Issue,Closed,2025-02-05,Non-Compliant,28,Syrup,BT54067,Sneha,NA
CMP06606,2024-08-02,Novartis,R&D,Pune,Validation,Critical,Equipment Failure,Open,2024-08-08,Non-Compliant,-5,Capsule,BT78969,Ravi,Urgent
CMP06607,2024-05-26,GSK,QA,Chennai,Equipment,Low,Training Issue,Open,2024-06-01,Non-Compliant,150,Capsule,BT98713,Sneha,NA
CMP06608,2024-09-14,GSK,Packaging,Pune,Equipment,High,Documentation Error,Closed,2024-10-05,Non-Compliant,9,Capsule,BT34882,Kiran,Urgent
CMP06609,2024-07-20,Lupin,Packaging,Vizag,Documentation,Low,Documentation Error,Open,2024-08-03,Compliant,-5,Tablet,BT64858,Kiran,Urgent
CMP06610,2024-10-15,Mylan,QA,Vizag,Equipment,High,Documentation Error,Closed,2024-10-17,Non-Compliant,-5,Injection,BT34756,Kiran,Urgent
CMP06611,2024-07-18,Cipla,Production,Hyderabad,Documentation,Critical,Human Error,In Progress,2024-08-14,Non-Compliant,-5,Syrup,BT85722,Ravi,Follow SOP
CMP06612,2025-11-16,Aurobindo Pharma,QC,Vizag,Validation,Medium,Human Error,Closed,2025-12-01,Compliant,-5,Syrup,BT29489,Priya,Requires Review
CMP06613,2025-06-03,Aurobindo Pharma,Production,Vizag,Cleaning,Medium,Material Issue,Closed,2025-06-14,Compliant,150,Syrup,BT24600,Priya,Urgent
CMP06614,2025-10-31,Abbott,R&D,Chennai,Cleaning,Medium,Documentation Error,Closed,2025-11-16,Compliant,22,Tablet,BT73830,Anil,Follow SOP
CMP06615,2024-10-22,Lupin,QC,Pune,SOP,Medium,Documentation Error,Open,2024-10-26,Compliant,-5,Ointment,BT31843,Ravi,NA
CMP06616,2025-02-18,Novartis,Packaging,Pune,SOP,critical,Material Issue,Open,2025-03-02,Compliant,58,Capsule,BT77635,Anil,Urgent
CMP06617,2025-01-14,Cipla,QC,Bangalore,SOP,Low,Material Issue,Open,2025-01-31,Compliant,42,Ointment,BT34910,Ravi,NA
CMP06618,2024-09-23,Lupin,QC,Chennai,Equipment,Medium,Human Error,Closed,2024-10-22,Non-Compliant,-5,Tablet,BT36433,Anil,Follow SOP
CMP06619,2025-03-19,Mylan,QA,Hyderabad,Documentation,Low,Documentation Error,Open,2025-04-03,Non-Compliant,-5,Injection,BT88657,Sneha,NA
CMP06620,2024-12-26,Cipla,R&D,Hyderabad,Equipment,Critical,Equipment Failure,Open,2025-01-12,Compliant,-5,Capsule,BT71974,Anil,
CMP06621,2025-06-16,Aurobindo Pharma,QC,Pune,Documentation,Medium,Material Issue,Open,2025-06-27,Compliant,150,Capsule,BT87917,Kiran,NA
CMP06622,2024-08-07,Dr. Reddy's,QA,Vizag,Validation,Medium,Material Issue,Closed,2024-08-23,Non-Compliant,-5,Syrup,BT57280,Priya,Follow SOP
CMP06623,2024-11-27,GSK,Packaging,Pune,SOP,Critical,Human Error,Open,2024-11-29,Compliant,22,Ointment,BT29379,Priya,Follow SOP
CMP06624,2025-05-20,GSK,QC,Vizag,Validation,High,Training Issue,Closed,2025-06-01,Non-Compliant,-5,Syrup,BT38557,Sneha,Urgent
CMP06625,2025-03-30,Aurobindo Pharma,Warehouse,Chennai,Documentation,High,Equipment Failure,In Progress,2025-04-19,Compliant,24,Tablet,BT70232,Anil,
CMP06626,2024-07-23,Cipla,Production,Chennai,Validation,Low,Human Error,Open,2024-07-28,Compliant,-5,Capsule,BT13918,Sneha,
CMP06627,2024-02-27,Pfizer,Packaging,Pune,Cleaning,Medium,Material Issue,Open,2024-03-14,Compliant,17,Ointment,BT11647,Sneha,Follow SOP
CMP06628,2024-02-26,Dr. Reddy's,QA,Vizag,SOP,Medium,Training Issue,Closed,2024-03-24,Non-Compliant,150,Ointment,BT59532,Kiran,Follow SOP
CMP06629,2024-12-18,Cipla,Packaging,Pune,Cleaning,critical,Training Issue,In Progress,2024-12-27,Non-Compliant,31,Capsule,BT94846,Priya,Follow SOP
CMP06630,2024-10-27,Aurobindo Pharma,Packaging,Pune,Documentation,Medium,Material Issue,Open,2024-11-20,Non-Compliant,70,Injection,BT51897,Anil,
CMP06631,2024-04-14,Cipla,QA,Vizag,Cleaning,High,Training Issue,Open,2024-04-19,Compliant,-5,Injection,BT51656,Priya,Follow SOP
CMP06632,2025-11-01,Abbott,QC,Pune,Calibration,Medium,Human Error,Open,,Non-Compliant,150,Capsule,BT28278,Ravi,Follow SOP
CMP06633,2025-05-03,Novartis,Production,Hyderabad,Validation,Critical,Training Issue,In Progress,2025-06-02,Compliant,150,Tablet,BT40494,Anil,Urgent
CMP06634,2025-01-22,Cipla,Prodction,Pune,SOP,Medium,Documentation Error,Open,2025-02-02,Compliant,89,Ointment,BT25641,Priya,NA
CMP06635,2024-10-16,GSK,Production,Bangalore,Equipment,Low,Documentation Error,In Progress,2024-10-24,Compliant,150,Tablet,BT52724,Priya,Urgent
CMP06636,2025-03-27,Lupin,Production,Bangalore,Calibration,Medium,Material Issue,Closed,2025-04-11,Compliant,-5,Syrup,BT10703,Ravi,Requires Review
CMP06637,2025-03-15,Pfizer,R&D,Hyderabad,Cleaning,Low,Training Issue,Open,2025-04-08,Non-Compliant,96,Injection,BT39775,Sneha,Requires Review
CMP06638,2024-11-19,Novartis,QA,Chennai,Calibration,Medium,Equipment Failure,Open,2024-11-26,Non-Compliant,-5,Tablet,BT63806,Sneha,Requires Review
CMP06639,2025-08-06,Abbott,Packaging,Vizag,Documentation,High,Human Error,Open,2025-09-01,Compliant,150,Injection,BT78968,Ravi,Follow SOP
CMP06640,2024-06-20,Aurobindo Pharma,QA,Bangalore,Validation,High,Equipment Failure,Open,2024-07-03,Non-Compliant,150,Tablet,BT95035,Kiran,NA
CMP06641,2024-05-13,GSK,R&D,Hyderabad,SOP,Low,Human Error,Open,2024-05-31,Compliant,25,Ointment,BT84581,Priya,Requires Review
CMP06642,2024-02-10,GSK,Production,Vizag,Validation,Critical,Human Error,Open,2024-02-23,Compliant,150,Syrup,BT52546,Anil,
CMP06643,2024-03-29,Dr. Reddy's,Packaging,Pune,SOP,Critical,Material Issue,Closed,2024-04-22,Compliant,43,Tablet,BT28574,Priya,Follow SOP
CMP06644,2024-04-14,Cipla,QC,Chennai,Documentation,High,Training Issue,Closed,2024-04-16,Non-Compliant,-5,Syrup,BT56877,Priya,NA
CMP06645,2025-09-18,Cipla,R&D,Chennai,Calibration,Critical,Human Error,Closed,2025-10-10,Non-Compliant,150,Tablet,BT24699,Kiran,NA
CMP06646,2025-05-16,Lupin,Packaging,Pune,SOP,High,Documentation Error,Closed,2025-06-10,Non-Compliant,-5,Injection,BT14372,Sneha,Requires Review
CMP06647,2024-11-04,Aurobindo Pharma,Warehouse,Bangalore,Equipment,Medium,Equipment Failure,In Progress,2024-11-17,Non-Compliant,-5,Capsule,BT83605,Kiran,Requires Review
CMP06648,2025-07-21,Aurobindo Pharma,QC,Bangalore,Documentation,Medium,Human Error,In Progress,2025-07-30,Compliant,-5,Capsule,BT49940,Ravi,Follow SOP
CMP06649,2025-09-06,Sun Pharma,QA,Pune,SOP,High,Documentation Error,In Progress,2025-09-09,Non-Compliant,-5,Capsule,BT46379,Anil,NA
CMP06650,2024-01-02,Pfizer,R&D,Vizag,Equipment,Critical,Equipment Failure,Open,2024-01-18,Non-Compliant,-5,Ointment,BT65399,Priya,Follow SOP
CMP06651,2024-10-30,GSK,QA,Bangalore,SOP,Critical,Training Issue,Open,2024-11-12,Compliant,150,Tablet,BT92378,Ravi,NA
CMP06652,2024-01-16,Mylan,Warehouse,Hyderabad,Calibration,Low,Equipment Failure,Closed,2024-02-03,Compliant,84,Syrup,BT99705,Ravi,Requires Review
CMP06653,2025-03-20,Novartis,Packaging,Vizag,SOP,Medium,Human Error,In Progress,2025-03-30,Compliant,-5,Ointment,BT55364,Anil,Urgent
CMP06654,2025-08-09,Mylan, production ,Vizag,Equipment,Critical,Material Issue,Closed,2025-08-19,Non-Compliant,150,Ointment,BT10808,Ravi,NA
CMP06655,2025-10-03,Aurobindo Pharma,QC,Pune,Cleaning,Low,Human Error,Closed,2025-10-06,Non-Compliant,6,Syrup,BT62928,Ravi,NA
CMP06656,2024-07-19,GSK,Production,Vizag,Cleaning,Medium,Training Issue,In Progress,2024-08-10,Compliant,150,Syrup,BT11430,Priya,Requires Review
CMP06657,2025-09-11,Pfizer,Production,Bangalore,Equipment,High,Documentation Error,In Progress,2025-09-21,Non-Compliant,150,Tablet,BT27002,Ravi,NA
CMP06658,2025-03-02,Lupin,R&D,Bangalore,Validation,Medium,Human Error,Open,2025-03-10,Non-Compliant,-5,Tablet,BT69994,Anil,NA
CMP06659,2024-01-12,Dr. Reddy's, production ,Chennai,Documentation,High,Training Issue,In Progress,2024-01-28,Compliant,150,Syrup,BT13402,Anil,Follow SOP
CMP06660,2024-06-17,Novartis,Warehouse,Hyderabad,Equipment,Low,Equipment Failure,Open,2024-06-20,Compliant,-5,Capsule,BT14369,Ravi,Follow SOP
CMP06661,2025-10-03,Pfizer,QA,Hyderabad,Equipment,Medium,Equipment Failure,In Progress,2025-10-14,Non-Compliant,150,Tablet,BT38526,Sneha,Follow SOP
CMP06662,2025-03-13,Sun Pharma,R&D,Bangalore,Validation,Critical,Training Issue,Closed,2025-04-08,Compliant,-5,Injection,BT60845,Kiran,NA
CMP06663,2024-10-05,Cipla,QC,Pune,SOP,Critical,Human Error,Closed,2024-10-19,Non-Compliant,-5,Capsule,BT41861,Ravi,Follow SOP
CMP06664,2025-10-08,Dr. Reddy's,R&D,Hyderabad,Validation,Medium,Material Issue,Closed,2025-11-05,Compliant,-5,Ointment,BT33929,Ravi,NA
CMP06665,2024-07-09,GSK,Production,Vizag,Documentation,Low,Documentation Error,Open,2024-07-13,Compliant,-5,Syrup,BT48875,Anil,Requires Review
CMP06666,2024-03-04,GSK,QC,Hyderabad,Documentation,Medium,Documentation Error,Closed,2024-03-05,Compliant,-5,Syrup,BT42737,Priya,NA
CMP06667,2024-07-17,Dr. Reddy's,QA,Vizag,Calibration,Critical,Material Issue,Closed,2024-08-04,Compliant,150,Ointment,BT19390,Anil,Follow SOP
CMP06668,2024-03-29,Novartis,Packaging,Chennai,SOP,High,Material Issue,Open,2024-04-25,Compliant,45,Syrup,BT26163,Priya,
CMP06669,2024-08-08,Dr. Reddy's,QC,Vizag,Validation,Low,Equipment Failure,In Progress,2024-08-31,Compliant,73,Ointment,BT11183,Kiran,NA
CMP06670,2025-11-01,GSK,Packaging,Chennai,Cleaning,High,Training Issue,In Progress,2025-11-16,Non-Compliant,-5,Injection,BT71027,Priya,
CMP06671,2024-12-03,Dr. Reddy's,QA,Pune,SOP,Hgh,Documentation Error,In Progress,2024-12-27,Non-Compliant,-5,Capsule,BT57410,Ravi,Urgent
CMP06672,2024-06-27,Pfizer,R&D,Pune,Documentation,High,Documentation Error,In Progress,2024-07-18,Compliant,150,Syrup,BT10037,Sneha,Follow SOP
CMP06673,2025-12-31,Mylan,Packaging,Hyderabad,SOP,Low,Human Error,Open,2026-01-28,Compliant,22,Capsule,BT80035,Anil,
CMP06674,2025-05-09,GSK,Warehouse,Chennai,Calibration,Hgh,Documentation Error,In Progress,2025-05-18,Compliant,-5,Injection,BT91732,Kiran,Urgent
CMP06675,2024-07-11,Aurobindo Pharma,Warehouse,Pune,Calibration,Medium,Equipment Failure,Open,2024-07-20,Non-Compliant,150,Injection,BT19664,Priya,NA
CMP06676,2025-01-22,Sun Pharma,R&D,Chennai,Validation,Critical,Equipment Failure,In Progress,2025-02-11,Compliant,22,Tablet,BT92933,Priya,Follow SOP
CMP06677,2024-11-25,Lupin,Warehouse,Chennai,Calibration,Critical,Documentation Error,Closed,2024-12-12,Compliant,-5,Syrup,BT67978,Priya,NA
CMP06678,2025-01-26,Cipla,Warehouse,Bangalore,Cleaning,Critical,Documentation Error,In Progress,2025-02-18,Non-Compliant,-5,Ointment,BT12700,Priya,
CMP06679,2025-08-14,Pfizer,Warehouse,Chennai,Documentation,Medium,Training Issue,Open,2025-08-26,Non-Compliant,150,Capsule,BT38743,Sneha,Urgent
CMP06680,2025-07-07,GSK,QA,Hyderabad,Documentation,Medium,Human Error,Closed,2025-07-19,Compliant,-5,Injection,BT27707,Ravi,NA
